date,region,latitude,longitude,operation_type,clima,umidade_solo,inclinacao,distancia_agua,velocidade,historico_sinistros,chuva_mm,solo_instavel,clima_code,operation_code,temperatura_c,umidade_ar,pressao_hpa,distancia_obstaculo,gps_accuracy_m,wind_speed_m_s,source,risk_score
20240510,Guarulhos - SP,-23.455,-46.533,manutencao,garoa,37.71,11.62,172.2,10.68,3.5,0.12,0,4.0,3.0,23.59,73.37,936.7,14.38,2.35,2.13,NASA POWER Daily API,46.13
20240511,Guarulhos - SP,-23.455,-46.533,proximidade_agua,garoa,31.24,10.69,246.43,6.78,2.5,0.01,0,4.0,2.0,23.71,57.44,934.6,5.88,5.24,3.92,NASA POWER Daily API,40.23
20240512,Guarulhos - SP,-23.455,-46.533,proximidade_agua,garoa,27.61,6.84,149.92,3.55,2.5,0.02,0,4.0,2.0,23.74,50.76,933.2,7.41,3.28,4.96,NASA POWER Daily API,31.17
20240513,Guarulhos - SP,-23.455,-46.533,transporte,garoa,19.46,7.14,270.56,18.55,2.5,0.04,0,4.0,1.0,24.06,46.89,933.2,1.01,3.03,5.84,NASA POWER Daily API,55.81
20240514,Guarulhos - SP,-23.455,-46.533,campo,garoa,38.73,12.42,105.98,17.45,2.5,2.92,0,4.0,0.0,19.76,81.6,936.1,7.66,4.72,2.71,NASA POWER Daily API,56.29
20240515,Guarulhos - SP,-23.455,-46.533,transporte,garoa,57.14,0.58,5.0,16.25,3.5,2.57,0,4.0,1.0,17.52,88.15,937.9,11.58,4.01,2.74,NASA POWER Daily API,75.77
20240516,Guarulhos - SP,-23.455,-46.533,campo,garoa,45.55,8.59,201.83,13.21,3.5,0.16,0,4.0,0.0,22.03,74.28,936.8,8.21,4.96,2.01,NASA POWER Daily API,48.5
20240517,Guarulhos - SP,-23.455,-46.533,manutencao,sol,20.81,3.46,19.1,6.37,2.5,0.0,0,0.0,3.0,24.2,57.62,936.9,1.76,2.88,4.26,NASA POWER Daily API,52.1
20240518,Guarulhos - SP,-23.455,-46.533,campo,garoa,49.16,13.77,85.0,10.36,2.5,0.05,0,4.0,0.0,22.7,66.43,937.8,1.21,4.64,2.82,NASA POWER Daily API,62.63
20240519,Guarulhos - SP,-23.455,-46.533,campo,garoa,44.96,2.88,55.23,12.57,2.5,0.83,0,4.0,0.0,21.61,81.93,938.2,10.99,2.4,2.07,NASA POWER Daily API,50.34
20240520,Guarulhos - SP,-23.455,-46.533,transporte,garoa,41.64,10.03,119.1,12.73,3.5,0.63,0,4.0,1.0,20.96,80.82,938.6,13.23,4.58,3.14,NASA POWER Daily API,48.56
20240521,Guarulhos - SP,-23.455,-46.533,campo,garoa,45.33,7.18,183.76,20.68,2.5,0.15,0,4.0,0.0,20.11,79.4,940.9,2.3,2.98,2.77,NASA POWER Daily API,59.84
20240522,Guarulhos - SP,-23.455,-46.533,campo,garoa,27.59,3.77,78.67,13.89,2.5,0.04,0,4.0,0.0,21.95,71.34,939.6,3.98,3.42,2.14,NASA POWER Daily API,39.84
20240523,Guarulhos - SP,-23.455,-46.533,campo,sol,21.78,15.3,145.29,15.99,2.5,0.0,0,0.0,0.0,21.94,56.06,937.1,6.19,3.35,3.95,NASA POWER Daily API,49.56
20240524,Guarulhos - SP,-23.455,-46.533,campo,garoa,21.23,2.21,5.0,6.5,4.5,0.98,0,4.0,0.0,22.4,54.85,934.6,10.92,7.62,5.84,NASA POWER Daily API,54.7
20240525,Guarulhos - SP,-23.455,-46.533,campo,chuva,61.52,10.33,70.98,13.63,3.5,7.37,0,2.0,0.0,17.19,86.67,939.1,2.54,2.58,3.82,NASA POWER Daily API,78.9
20240526,Guarulhos - SP,-23.455,-46.533,transporte,chuva,100.0,8.28,147.8,12.55,2.5,24.07,1,2.0,1.0,15.42,93.08,941.3,12.71,6.96,3.59,NASA POWER Daily API,100.0
20240527,Guarulhos - SP,-23.455,-46.533,campo,garoa,100.0,4.8,263.1,9.01,2.5,4.99,0,4.0,0.0,18.75,84.66,938.9,7.88,3.95,3.01,NASA POWER Daily API,57.89
20240528,Guarulhos - SP,-23.455,-46.533,proximidade_agua,garoa,92.33,3.01,202.22,14.75,2.5,0.66,0,4.0,2.0,18.49,79.75,937.7,9.84,3.32,5.66,NASA POWER Daily API,60.86
20240529,Guarulhos - SP,-23.455,-46.533,campo,garoa,94.95,7.88,267.87,9.77,3.5,0.49,0,4.0,0.0,14.01,73.45,940.4,15.74,3.87,3.71,NASA POWER Daily API,58.33
20240530,Guarulhos - SP,-23.455,-46.533,transporte,garoa,95.97,5.32,176.28,21.85,3.5,0.64,0,4.0,1.0,14.38,83.76,942.2,29.28,4.03,2.71,NASA POWER Daily API,71.07
20240531,Guarulhos - SP,-23.455,-46.533,proximidade_agua,garoa,90.59,8.07,69.02,15.29,2.5,0.03,0,4.0,2.0,15.31,81.88,943.3,6.01,9.55,3.41,NASA POWER Daily API,71.63
20240601,Guarulhos - SP,-23.455,-46.533,proximidade_agua,garoa,69.85,10.55,125.14,9.12,2.5,0.07,0,4.0,2.0,17.21,75.92,943.1,7.23,14.91,2.56,NASA POWER Daily API,54.06
20240602,Guarulhos - SP,-23.455,-46.533,transporte,sol,38.88,6.6,86.46,9.42,2.5,0.0,0,0.0,1.0,18.57,65.16,942.0,16.5,2.08,2.31,NASA POWER Daily API,38.07
20240603,Guarulhos - SP,-23.455,-46.533,proximidade_agua,sol,25.28,4.91,124.55,0.0,3.5,0.0,0,0.0,2.0,19.73,66.99,942.1,5.82,1.27,2.67,NASA POWER Daily API,25.52
20240604,Guarulhos - SP,-23.455,-46.533,transporte,chuva,69.56,0.0,90.46,12.57,4.5,9.35,0,2.0,1.0,16.65,90.75,943.6,12.64,13.6,4.54,NASA POWER Daily API,62.05
20240605,Guarulhos - SP,-23.455,-46.533,campo,garoa,54.41,3.25,221.19,8.51,3.5,0.55,0,4.0,0.0,17.61,84.56,942.4,1.67,5.62,2.47,NASA POWER Daily API,45.65
20240606,Guarulhos - SP,-23.455,-46.533,campo,garoa,48.67,2.92,109.48,15.33,2.5,0.05,0,4.0,0.0,18.59,75.18,941.3,2.66,8.02,1.84,NASA POWER Daily API,49.56
20240607,Guarulhos - SP,-23.455,-46.533,campo,garoa,48.0,13.95,159.83,14.96,3.5,0.01,0,4.0,0.0,19.13,72.35,941.9,3.46,6.27,1.99,NASA POWER Daily API,56.55
20240608,Guarulhos - SP,-23.455,-46.533,campo,garoa,42.63,4.7,316.34,13.46,3.5,0.05,0,4.0,0.0,19.43,70.71,941.6,6.66,4.31,2.1,NASA POWER Daily API,43.41
20240609,Guarulhos - SP,-23.455,-46.533,proximidade_agua,garoa,35.99,9.13,282.6,10.1,2.5,0.01,0,4.0,2.0,20.46,64.06,939.2,4.56,3.95,3.03,NASA POWER Daily API,43.85
20240610,Guarulhos - SP,-23.455,-46.533,campo,garoa,38.5,10.93,5.0,15.87,2.5,0.04,0,4.0,0.0,21.22,58.94,938.8,10.57,2.66,4.36,NASA POWER Daily API,75.26
20240611,Guarulhos - SP,-23.455,-46.533,campo,garoa,35.52,11.07,5.0,15.72,4.5,0.11,0,4.0,0.0,20.13,66.47,940.8,10.45,6.73,2.33,NASA POWER Daily API,78.55
20240612,Guarulhos - SP,-23.455,-46.533,campo,garoa,32.49,12.72,224.21,0.0,2.5,0.04,0,4.0,0.0,19.33,72.66,940.1,6.32,1.89,2.05,NASA POWER Daily API,29.91
20240613,Guarulhos - SP,-23.455,-46.533,campo,garoa,29.85,4.52,148.59,7.88,3.5,0.01,0,4.0,0.0,19.48,55.18,938.9,4.41,6.39,3.54,NASA POWER Daily API,32.56
20240614,Guarulhos - SP,-23.455,-46.533,campo,garoa,33.2,9.93,104.49,14.58,3.5,0.05,0,4.0,0.0,19.93,55.62,939.1,5.43,4.43,3.96,NASA POWER Daily API,47.65
20240615,Guarulhos - SP,-23.455,-46.533,campo,sol,22.34,10.22,141.75,14.93,2.5,0.0,0,0.0,0.0,21.2,59.15,939.9,12.03,3.93,4.08,NASA POWER Daily API,42.88
20240616,Guarulhos - SP,-23.455,-46.533,transporte,garoa,18.97,12.03,236.27,15.16,2.5,0.04,0,4.0,1.0,21.18,62.67,938.5,19.02,8.45,2.58,NASA POWER Daily API,44.19
20240617,Guarulhos - SP,-23.455,-46.533,campo,sol,23.52,7.33,153.2,18.31,3.5,0.0,0,0.0,0.0,20.2,57.66,936.7,16.17,8.22,4.69,NASA POWER Daily API,46.8
20240618,Guarulhos - SP,-23.455,-46.533,transporte,garoa,25.33,7.13,41.04,15.09,2.5,0.03,0,4.0,1.0,19.92,50.75,936.6,9.25,4.73,4.28,NASA POWER Daily API,55.68
20240619,Guarulhos - SP,-23.455,-46.533,campo,garoa,8.12,4.01,215.27,9.01,2.5,0.02,0,4.0,0.0,20.58,53.92,937.9,1.97,10.93,3.46,NASA POWER Daily API,30.85
20240620,Guarulhos - SP,-23.455,-46.533,transporte,garoa,27.11,15.44,248.9,17.62,2.5,0.04,0,4.0,1.0,19.53,60.35,939.5,5.42,6.56,2.4,NASA POWER Daily API,53.22
20240621,Guarulhos - SP,-23.455,-46.533,transporte,garoa,24.85,12.69,110.29,29.35,2.5,0.01,0,4.0,1.0,18.44,63.33,938.8,40.29,6.03,2.26,NASA POWER Daily API,64.34
20240622,Guarulhos - SP,-23.455,-46.533,transporte,garoa,21.52,5.27,159.08,23.45,2.5,0.02,0,4.0,1.0,19.99,59.24,937.4,2.18,2.34,3.41,NASA POWER Daily API,54.28
20240623,Guarulhos - SP,-23.455,-46.533,campo,garoa,15.88,8.35,215.63,11.94,4.5,0.01,0,4.0,0.0,21.34,58.34,936.0,54.12,2.22,4.81,NASA POWER Daily API,39.82
20240624,Guarulhos - SP,-23.455,-46.533,campo,garoa,34.32,9.44,167.88,12.49,3.5,0.22,0,4.0,0.0,21.77,59.61,935.8,3.42,8.03,4.75,NASA POWER Daily API,45.25
20240625,Guarulhos - SP,-23.455,-46.533,campo,garoa,39.68,8.57,67.62,11.87,2.5,0.27,0,4.0,0.0,18.28,87.78,939.4,2.67,4.08,3.36,NASA POWER Daily API,56.14
20240626,Guarulhos - SP,-23.455,-46.533,campo,garoa,29.99,4.32,180.52,6.68,3.5,0.02,0,4.0,0.0,21.77,65.35,936.3,26.02,5.94,4.52,NASA POWER Daily API,31.09
20240627,Guarulhos - SP,-23.455,-46.533,campo,garoa,35.03,1.26,116.33,20.93,2.5,0.47,0,4.0,0.0,19.93,72.65,934.8,7.88,6.7,2.65,NASA POWER Daily API,45.58
20240628,Guarulhos - SP,-23.455,-46.533,campo,sol,16.71,2.62,137.87,8.78,2.5,0.0,0,0.0,0.0,20.69,59.83,934.4,5.48,1.71,5.12,NASA POWER Daily API,25.91
20240629,Guarulhos - SP,-23.455,-46.533,manutencao,chuva,33.54,7.25,103.99,5.32,2.5,6.4,0,2.0,3.0,19.19,70.85,936.3,23.07,4.51,4.35,NASA POWER Daily API,41.94
20240630,Guarulhos - SP,-23.455,-46.533,campo,garoa,56.66,9.78,146.3,16.17,3.5,2.03,0,4.0,0.0,13.87,88.23,939.5,2.97,7.48,3.1,NASA POWER Daily API,65.08
20240701,Guarulhos - SP,-23.455,-46.533,proximidade_agua,garoa,43.95,12.85,97.82,11.73,2.5,0.43,0,4.0,2.0,16.12,79.25,940.3,6.69,10.49,1.97,NASA POWER Daily API,52.5
20240702,Guarulhos - SP,-23.455,-46.533,proximidade_agua,garoa,35.13,5.43,166.85,9.75,2.5,0.26,0,4.0,2.0,17.86,68.79,940.2,3.71,3.6,1.66,NASA POWER Daily API,39.44
20240703,Guarulhos - SP,-23.455,-46.533,campo,garoa,32.38,5.99,58.07,15.47,3.5,0.01,0,4.0,0.0,19.24,58.03,938.0,5.09,5.35,3.63,NASA POWER Daily API,53.99
20240704,Guarulhos - SP,-23.455,-46.533,transporte,garoa,34.5,4.99,66.04,13.75,2.5,0.08,0,4.0,1.0,20.23,61.62,937.4,14.78,2.07,2.49,NASA POWER Daily API,47.0
20240705,Guarulhos - SP,-23.455,-46.533,campo,garoa,37.71,9.09,118.9,5.45,2.5,0.05,0,4.0,0.0,20.4,58.12,938.8,7.6,8.72,2.1,NASA POWER Daily API,34.58
20240706,Guarulhos - SP,-23.455,-46.533,manutencao,garoa,43.03,11.81,106.99,10.38,2.5,0.78,0,4.0,3.0,17.46,83.15,941.2,6.6,2.03,3.46,NASA POWER Daily API,45.72
20240707,Guarulhos - SP,-23.455,-46.533,campo,garoa,38.72,4.85,81.28,5.75,3.5,0.12,0,4.0,0.0,19.38,74.3,938.2,3.69,6.1,2.5,NASA POWER Daily API,35.68
20240708,Guarulhos - SP,-23.455,-46.533,campo,garoa,47.77,8.76,254.11,6.79,3.5,3.42,0,4.0,0.0,16.41,84.76,937.6,24.56,2.27,2.82,NASA POWER Daily API,44.36
20240709,Guarulhos - SP,-23.455,-46.533,campo,chuva,93.79,9.63,136.6,8.96,3.5,17.15,1,2.0,0.0,16.65,88.6,936.5,5.81,4.84,1.57,NASA POWER Daily API,96.2
20240710,Guarulhos - SP,-23.455,-46.533,campo,garoa,68.59,9.7,367.71,3.84,2.5,1.4,0,4.0,0.0,17.53,83.33,936.2,3.59,6.8,2.94,NASA POWER Daily API,43.93
20240711,Guarulhos - SP,-23.455,-46.533,transporte,garoa,73.8,11.76,136.36,24.06,3.5,0.3,0,4.0,1.0,19.63,80.28,939.6,10.55,8.96,2.13,NASA POWER Daily API,73.8
20240712,Guarulhos - SP,-23.455,-46.533,campo,garoa,78.59,8.47,118.55,12.9,4.5,3.11,0,4.0,0.0,17.08,93.0,944.2,7.45,4.43,3.48,NASA POWER Daily API,64.09
20240713,Guarulhos - SP,-23.455,-46.533,transporte,garoa,83.73,0.27,175.11,12.12,2.5,1.41,0,4.0,1.0,15.02,90.87,944.6,6.6,9.42,3.56,NASA POWER Daily API,49.64
20240714,Guarulhos - SP,-23.455,-46.533,campo,garoa,71.87,6.38,228.2,14.38,3.5,0.31,0,4.0,0.0,18.02,78.66,941.1,1.67,6.13,3.17,NASA POWER Daily API,61.38
20240715,Guarulhos - SP,-23.455,-46.533,manutencao,garoa,76.51,8.41,322.89,3.04,3.5,0.08,0,4.0,3.0,16.76,85.35,943.3,22.92,3.38,2.17,NASA POWER Daily API,44.43
20240716,Guarulhos - SP,-23.455,-46.533,campo,garoa,44.9,8.9,60.61,11.59,4.5,0.06,0,4.0,0.0,17.91,82.12,944.3,5.95,2.04,2.14,NASA POWER Daily API,56.95
20240717,Guarulhos - SP,-23.455,-46.533,transporte,garoa,41.28,5.68,96.15,12.24,3.5,0.04,0,4.0,1.0,18.39,74.26,943.2,23.74,3.48,1.56,NASA POWER Daily API,42.39
20240718,Guarulhos - SP,-23.455,-46.533,campo,garoa,35.18,8.79,107.98,15.93,2.5,0.02,0,4.0,0.0,17.75,71.56,941.9,1.66,2.32,3.01,NASA POWER Daily API,52.36
20240719,Guarulhos - SP,-23.455,-46.533,transporte,garoa,37.26,4.0,154.87,16.9,2.5,0.02,0,4.0,1.0,16.2,79.39,944.2,1.42,5.54,2.0,NASA POWER Daily API,55.0
20240720,Guarulhos - SP,-23.455,-46.533,manutencao,garoa,31.59,8.45,5.0,9.06,2.5,0.03,0,4.0,3.0,15.2,78.96,943.4,4.8,5.71,2.6,NASA POWER Daily API,61.74
20240721,Guarulhos - SP,-23.455,-46.533,campo,garoa,31.77,6.14,5.0,14.88,2.5,0.02,0,4.0,0.0,16.47,76.55,942.0,2.82,5.31,2.52,NASA POWER Daily API,72.73
20240722,Guarulhos - SP,-23.455,-46.533,proximidade_agua,garoa,24.59,9.94,6.24,12.71,2.5,0.03,0,4.0,2.0,17.67,63.97,942.2,3.94,14.26,2.93,NASA POWER Daily API,69.48
20240723,Guarulhos - SP,-23.455,-46.533,campo,sol,29.01,4.99,75.01,12.33,2.5,0.0,0,0.0,0.0,16.75,67.33,943.7,6.78,4.87,2.11,NASA POWER Daily API,40.37
20240724,Guarulhos - SP,-23.455,-46.533,campo,garoa,22.25,6.35,197.74,5.84,2.5,0.01,0,4.0,0.0,16.89,69.65,943.3,3.39,5.27,2.71,NASA POWER Daily API,27.2
20240725,Guarulhos - SP,-23.455,-46.533,campo,sol,29.98,9.62,8.5,15.02,3.5,0.0,0,0.0,0.0,18.94,53.39,941.0,9.96,3.78,2.65,NASA POWER Daily API,71.17
20240726,Guarulhos - SP,-23.455,-46.533,campo,garoa,19.18,6.02,64.21,9.45,2.5,0.04,0,4.0,0.0,19.11,54.32,939.7,13.43,12.69,2.16,NASA POWER Daily API,38.46
20240727,Guarulhos - SP,-23.455,-46.533,transporte,garoa,18.4,8.23,20.02,15.5,3.5,0.01,0,4.0,1.0,19.36,55.66,940.0,2.72,4.58,1.74,NASA POWER Daily API,69.47
20240728,Guarulhos - SP,-23.455,-46.533,campo,garoa,27.21,5.06,358.81,9.96,3.5,0.06,0,4.0,0.0,20.45,54.07,939.6,37.37,9.17,3.05,NASA POWER Daily API,34.94
20240729,Guarulhos - SP,-23.455,-46.533,proximidade_agua,garoa,21.8,8.67,24.68,14.52,2.5,0.47,0,4.0,2.0,19.33,64.7,940.2,8.09,1.3,4.08,NASA POWER Daily API,64.6
20240730,Guarulhos - SP,-23.455,-46.533,proximidade_agua,chuva,58.28,11.88,214.28,0.07,2.5,6.38,0,2.0,2.0,15.06,90.43,944.0,19.39,1.99,4.64,NASA POWER Daily API,52.3
20240731,Guarulhos - SP,-23.455,-46.533,campo,garoa,47.54,7.04,5.0,10.45,2.5,0.71,0,4.0,0.0,17.56,80.03,943.5,6.42,3.63,3.5,NASA POWER Daily API,67.42
20240801,Guarulhos - SP,-23.455,-46.533,campo,garoa,43.22,9.42,94.12,10.15,3.5,0.04,0,4.0,0.0,18.44,74.84,943.1,11.63,4.95,2.64,NASA POWER Daily API,44.29
20240802,Guarulhos - SP,-23.455,-46.533,transporte,garoa,45.67,1.75,5.0,20.23,2.5,0.01,0,4.0,1.0,19.11,68.94,941.9,8.69,3.84,2.53,NASA POWER Daily API,72.98
20240803,Guarulhos - SP,-23.455,-46.533,manutencao,garoa,41.77,9.55,97.83,0.0,3.5,0.01,0,4.0,3.0,20.32,59.99,940.8,13.63,3.05,3.44,NASA POWER Daily API,31.44
20240804,Guarulhos - SP,-23.455,-46.533,campo,sol,41.17,12.99,45.53,10.98,3.5,0.0,0,0.0,0.0,21.64,59.65,941.0,2.56,6.22,3.19,NASA POWER Daily API,67.91
20240805,Guarulhos - SP,-23.455,-46.533,transporte,garoa,35.42,8.7,98.01,25.65,2.5,0.01,0,4.0,1.0,22.09,56.84,940.7,4.23,4.98,2.84,NASA POWER Daily API,58.56
20240806,Guarulhos - SP,-23.455,-46.533,campo,garoa,16.61,3.81,5.0,12.15,2.5,0.01,0,4.0,0.0,21.9,54.44,938.9,5.13,7.13,2.39,NASA POWER Daily API,56.53
20240807,Guarulhos - SP,-23.455,-46.533,campo,garoa,21.92,7.04,177.13,14.14,2.5,0.02,0,4.0,0.0,22.22,49.03,935.8,6.3,8.79,4.46,NASA POWER Daily API,38.73
20240808,Guarulhos - SP,-23.455,-46.533,campo,sol,12.14,10.1,27.81,18.36,4.5,0.0,0,0.0,0.0,22.79,45.31,934.5,6.06,7.19,4.01,NASA POWER Daily API,67.31
20240809,Guarulhos - SP,-23.455,-46.533,transporte,chuva,73.91,10.79,72.25,14.35,4.5,15.61,0,2.0,1.0,18.79,80.08,936.3,14.78,13.4,2.49,NASA POWER Daily API,87.43
20240810,Guarulhos - SP,-23.455,-46.533,campo,chuva,83.32,10.32,240.88,8.48,2.5,12.22,1,2.0,0.0,11.64,87.25,938.8,1.1,5.74,3.59,NASA POWER Daily API,97.9
20240811,Guarulhos - SP,-23.455,-46.533,transporte,garoa,70.2,3.0,166.14,23.6,2.5,0.05,0,4.0,1.0,13.64,61.61,937.9,2.51,1.51,2.34,NASA POWER Daily API,66.68
20240812,Guarulhos - SP,-23.455,-46.533,campo,garoa,64.93,3.04,158.51,9.97,4.5,0.03,0,4.0,0.0,13.2,58.33,938.5,13.1,4.61,5.17,NASA POWER Daily API,46.34
20240813,Guarulhos - SP,-23.455,-46.533,proximidade_agua,garoa,70.15,8.1,132.52,5.88,4.5,0.07,0,4.0,2.0,10.89,77.36,943.2,12.48,1.0,3.56,NASA POWER Daily API,51.82
20240814,Guarulhos - SP,-23.455,-46.533,transporte,sol,58.46,6.03,207.15,17.57,3.5,0.0,0,0.0,1.0,14.83,72.22,941.0,19.6,1.72,2.22,NASA POWER Daily API,54.69
20240815,Guarulhos - SP,-23.455,-46.533,campo,sol,66.74,4.18,70.44,7.42,2.5,0.0,0,0.0,0.0,19.26,56.29,939.8,14.82,1.92,2.19,NASA POWER Daily API,46.34
20240816,Guarulhos - SP,-23.455,-46.533,campo,sol,31.77,12.14,5.24,19.22,2.5,0.0,0,0.0,0.0,22.51,40.26,939.3,2.45,3.41,2.08,NASA POWER Daily API,84.55
20240817,Guarulhos - SP,-23.455,-46.533,transporte,sol,11.64,8.3,15.63,9.19,2.5,0.0,0,0.0,1.0,22.84,42.34,938.5,1.33,3.27,2.43,NASA POWER Daily API,64.89
20240818,Guarulhos - SP,-23.455,-46.533,campo,garoa,14.23,14.4,124.79,13.1,2.5,0.02,0,4.0,0.0,22.58,43.77,938.5,3.97,5.58,2.87,NASA POWER Daily API,42.66
20240819,Guarulhos - SP,-23.455,-46.533,proximidade_agua,sol,21.98,4.15,95.66,5.36,3.5,0.0,0,0.0,2.0,23.42,41.19,937.9,5.71,4.35,2.73,NASA POWER Daily API,30.72
20240820,Guarulhos - SP,-23.455,-46.533,transporte,garoa,25.43,8.76,112.47,17.06,2.5,0.05,0,4.0,1.0,21.97,54.39,939.3,5.91,4.18,3.26,NASA POWER Daily API,45.02
20240821,Guarulhos - SP,-23.455,-46.533,campo,garoa,36.69,3.71,185.44,3.47,2.5,0.05,0,4.0,0.0,20.55,66.6,939.2,32.99,6.48,2.54,NASA POWER Daily API,26.12
20240822,Guarulhos - SP,-23.455,-46.533,campo,sol,15.83,8.1,98.57,8.46,2.5,0.0,0,0.0,0.0,22.86,43.91,936.2,8.92,3.25,4.01,NASA POWER Daily API,30.87
20240823,Guarulhos - SP,-23.455,-46.533,campo,garoa,13.93,9.25,166.35,13.0,2.5,0.39,0,4.0,0.0,23.67,46.6,934.0,8.03,6.14,5.51,NASA POWER Daily API,37.71
20240824,Guarulhos - SP,-23.455,-46.533,transporte,garoa,44.79,6.3,308.2,16.38,2.5,4.85,0,4.0,1.0,18.61,76.99,937.3,11.16,5.69,3.88,NASA POWER Daily API,52.1
20240825,Guarulhos - SP,-23.455,-46.533,campo,chuva,68.19,7.7,25.57,16.52,2.5,6.91,0,2.0,0.0,12.36,88.15,942.0,2.22,13.16,3.69,NASA POWER Daily API,92.91
20240826,Guarulhos - SP,-23.455,-46.533,campo,garoa,48.83,13.09,133.54,11.87,2.5,0.07,0,4.0,0.0,11.04,70.75,943.2,12.84,6.44,3.06,NASA POWER Daily API,49.85
20240827,Guarulhos - SP,-23.455,-46.533,campo,garoa,44.62,8.42,114.07,6.0,2.5,0.03,0,4.0,0.0,11.71,70.18,944.1,12.64,1.18,3.59,NASA POWER Daily API,36.24
20240828,Guarulhos - SP,-23.455,-46.533,campo,garoa,48.08,12.19,78.06,14.97,2.5,0.01,0,4.0,0.0,15.47,74.91,944.0,8.23,7.43,3.64,NASA POWER Daily API,56.02
20240829,Guarulhos - SP,-23.455,-46.533,transporte,garoa,54.15,4.82,145.04,23.15,2.5,0.01,0,4.0,1.0,18.82,71.76,943.2,45.63,3.25,2.24,NASA POWER Daily API,56.8
20240830,Guarulhos - SP,-23.455,-46.533,campo,sol,37.05,10.11,162.32,12.46,2.5,0.0,0,0.0,0.0,21.06,56.22,940.7,15.31,2.53,2.19,NASA POWER Daily API,44.03
20240831,Guarulhos - SP,-23.455,-46.533,campo,garoa,49.2,9.17,169.56,9.78,2.5,0.01,0,4.0,0.0,20.48,57.13,940.3,4.17,2.72,2.19,NASA POWER Daily API,43.38
20240901,Guarulhos - SP,-23.455,-46.533,manutencao,garoa,28.02,8.87,152.27,6.61,2.5,0.02,0,4.0,3.0,22.75,45.62,937.2,18.47,4.87,4.39,NASA POWER Daily API,32.97
20240902,Guarulhos - SP,-23.455,-46.533,proximidade_agua,garoa,26.76,6.91,5.0,0.0,2.5,0.12,0,4.0,2.0,20.51,65.03,935.6,7.8,2.44,3.39,NASA POWER Daily API,51.98
20240903,Guarulhos - SP,-23.455,-46.533,campo,garoa,29.03,1.1,42.21,13.83,2.5,0.04,0,4.0,0.0,21.63,67.61,936.4,2.47,5.4,2.28,NASA POWER Daily API,54.55
20240904,Guarulhos - SP,-23.455,-46.533,manutencao,sol,23.18,7.7,80.22,5.17,3.5,0.0,0,0.0,3.0,24.07,45.2,936.9,13.44,5.33,3.13,NASA POWER Daily API,33.58
20240905,Guarulhos - SP,-23.455,-46.533,campo,garoa,26.43,10.51,194.02,8.36,2.5,0.16,0,4.0,0.0,20.99,60.15,937.4,32.02,5.7,5.52,NASA POWER Daily API,36.52
20240906,Guarulhos - SP,-23.455,-46.533,campo,garoa,30.99,10.47,96.23,9.68,2.5,0.17,0,4.0,0.0,18.33,79.97,938.9,2.73,3.19,4.19,NASA POWER Daily API,45.4
20240907,Guarulhos - SP,-23.455,-46.533,campo,sol,31.38,9.59,197.46,12.89,2.5,0.0,0,0.0,0.0,22.81,68.18,938.2,5.78,5.13,1.96,NASA POWER Daily API,42.5
20240908,Guarulhos - SP,-23.455,-46.533,campo,garoa,24.07,10.47,167.19,12.2,2.5,0.01,0,4.0,0.0,25.47,52.89,939.3,7.88,4.88,2.64,NASA POWER Daily API,40.3
20240909,Guarulhos - SP,-23.455,-46.533,campo,garoa,30.71,6.32,155.89,16.8,2.5,0.03,0,4.0,0.0,24.5,45.27,938.2,68.1,4.02,3.0,NASA POWER Daily API,43.78
20240910,Guarulhos - SP,-23.455,-46.533,manutencao,garoa,12.52,6.88,141.16,11.8,3.5,0.05,0,4.0,3.0,25.23,37.66,936.1,6.75,4.13,2.53,NASA POWER Daily API,34.98
20240911,Guarulhos - SP,-23.455,-46.533,campo,garoa,16.88,5.7,60.99,7.76,3.5,0.02,0,4.0,0.0,26.24,33.82,935.7,8.34,4.78,3.46,NASA POWER Daily API,38.7
20240912,Guarulhos - SP,-23.455,-46.533,transporte,sol,8.2,4.56,139.07,21.7,2.5,0.0,0,0.0,1.0,26.45,28.58,936.1,3.42,7.19,3.94,NASA POWER Daily API,41.42
20240913,Guarulhos - SP,-23.455,-46.533,campo,garoa,10.53,4.98,230.6,14.85,3.5,0.01,0,4.0,0.0,26.17,30.81,935.6,80.0,1.93,3.22,NASA POWER Daily API,36.19
20240914,Guarulhos - SP,-23.455,-46.533,manutencao,garoa,16.76,5.28,28.41,6.63,2.5,0.2,0,4.0,3.0,25.18,45.6,936.2,10.16,5.1,5.16,NASA POWER Daily API,44.57
20240915,Guarulhos - SP,-23.455,-46.533,transporte,garoa,46.48,9.93,88.26,28.17,3.5,3.1,0,4.0,1.0,19.38,85.02,939.4,2.85,1.9,4.99,NASA POWER Daily API,78.02
20240916,Guarulhos - SP,-23.455,-46.533,proximidade_agua,garoa,54.55,6.5,290.93,9.9,2.5,4.78,0,4.0,2.0,17.38,90.4,939.9,3.05,2.86,4.37,NASA POWER Daily API,52.08
20240917,Guarulhos - SP,-23.455,-46.533,campo,garoa,49.84,2.06,104.67,11.94,2.5,0.99,0,4.0,0.0,16.66,80.78,941.5,3.41,3.68,5.64,NASA POWER Daily API,39.65
20240918,Guarulhos - SP,-23.455,-46.533,transporte,garoa,47.8,9.94,211.87,17.67,4.5,0.08,0,4.0,1.0,18.1,78.75,939.6,4.89,7.65,3.8,NASA POWER Daily API,58.04
